iter	RMSE
267	973.2991069
268	973.1285391
269	972.7461953
270	972.3831276
271	972.0833873
272	971.9087766
273	971.5977387
274	971.1838653
275	970.6618351
276	970.2674633
277	969.9184771
278	969.5227884
279	969.4295332
280	969.152949
281	968.6502396
282	968.3985247
283	968.0894486
284	967.8626756
285	967.5111409
286	967.1361546
287	966.8680508
288	966.5661217
289	966.0827131
290	965.8231786
291	965.5139447
292	965.1332427
293	964.5970809
294	964.2624948
295	963.8895911
296	963.4953829
297	963.0748365
298	962.6407311
299	962.1505324
300	961.8175928
301	961.4158351
302	961.1910378
303	960.877938
304	960.6482443
305	960.4834846
306	960.2054983
307	960.0618951
308	959.8811513
309	959.4404237
310	958.9535633
311	958.5813826
312	958.4346781
313	958.1005217
314	957.8630375
315	957.5836404
316	957.3699123
317	956.9328003
318	956.5922287
319	956.2540687
320	955.8211216
321	955.5605731
322	955.3197578
323	955.058789
324	954.6817243
325	954.2971934
326	954.0869318
327	953.6649451
328	953.4786915
329	953.2659146
330	952.9764724
331	952.8302873
332	952.4318079
333	952.0251602
334	951.6987481
335	951.4176217
336	951.0979643
337	950.6110485
338	950.5037157
339	950.0299874
340	949.6532396
341	949.3328256
342	948.831128
343	948.6109723
344	948.2733837
345	948.0044544
346	947.7053196
347	947.4692618
348	946.9966872
349	946.612786
350	946.1760771
351	945.9064182
352	945.7250853
353	945.3483276
354	945.0974278
355	944.8650238
356	944.6476395
357	944.600588
358	944.280527
359	944.1013572
360	943.6691488
361	943.3451459
362	943.0955835
363	942.5577331
364	942.1653158
365	941.7294073
366	941.3002332
367	941.1364997
368	940.7879628
369	940.5065608
370	940.3283364
371	939.9658807
372	939.7368362
373	939.594881
374	939.3119994
375	938.9602331
376	938.7060851
377	938.3207317
378	938.1231103
379	937.9230864
380	937.6753917
381	937.3867956
382	936.975155
383	936.7631342
384	936.5264072
385	936.1994095
386	936.0085928
387	935.6591823
388	935.4287036
389	935.1668375
390	934.9652107
391	934.7762362
392	934.3473027
393	934.0675144
394	933.7831732
395	933.2881422
396	933.0383544
397	932.6821234
398	932.4272055
399	932.1495891
400	931.7566578
401	931.2728818
402	931.0058736
403	930.8696201
404	930.5997619
405	930.4320909
406	930.1229645
407	929.838168
408	929.6504739
409	929.3300719
410	929.0692815
411	928.810244
412	928.6429469
413	928.4594618
414	928.0734443
415	927.85881
416	927.6877896
417	927.3345155
418	927.0450044
419	926.741043
420	926.4391679
421	926.1231598
422	925.8857508
423	925.5283636
424	925.2584578
425	925.0248471
426	924.7252386
427	924.495338
428	924.2769687
429	923.9387886
430	923.7227868
431	923.4586245
432	923.2940366
433	923.053874
434	922.8645014
435	922.7014251
436	922.4221284
437	922.0109172
438	921.7362497
439	921.4708694
440	921.2698438
441	920.9010046
442	920.6904452
443	920.3242675
444	920.009872
445	919.7404136
446	919.6116925
447	919.3466875
448	919.177216
449	918.9597046
450	918.6922435
451	918.5057459
452	918.2825981
453	918.1064674
454	917.8629339
455	917.6193163
456	917.376944
457	917.1969446
458	916.8833402
459	916.7050729
460	916.5539548
461	916.4083607
462	916.1703269
463	916.0141096
464	915.7219187
465	915.5892646
466	915.2171033
467	915.0523579
468	914.7082456
469	914.4832764
470	914.3073514
471	914.0549496
472	913.8100521
473	913.6050367
474	913.459287
475	913.17525
476	912.9475066
477	912.5746406
478	912.1365928
479	912.0938741
480	911.924448
481	911.8255661
482	911.6069564
483	911.4707685
484	911.2758494
485	911.1345595
486	910.8238857
487	910.6060438
488	910.3262227
489	910.1890076
490	909.8712835
491	909.5937868
492	909.3714095
493	909.1157414
494	908.9246264
495	908.7515936
496	908.5182134
497	908.2555911
498	908.0745452
499	907.8285559
500	907.5947125
501	907.2213181
502	907.1527994
503	906.9808218
504	906.923903
505	906.7597902
506	906.4845303
507	906.2168217
508	905.9884636
509	905.7017524
510	905.436261
511	905.1523353
512	905.0584278
513	904.9684151
514	904.6769351
515	904.5042178
516	904.2591392
517	903.9808168
518	903.7987167
519	903.3986994
520	903.0209246
521	902.7100457
522	902.4936461
523	902.1123286
524	901.902852
525	901.6297867
526	901.4248404
527	901.2624944
528	901.051131
529	900.9624562
530	900.7174834
531	900.3970229
532	900.1932784
533	900.0458966
534	899.9157489
535	899.6636033
536	899.3269869
537	899.1890311
538	898.9651037
539	898.7859876
540	898.589686
541	898.5429598
542	898.4527544
543	898.2753372
544	898.0262138
545	897.7916318
546	897.4737059
547	897.3531873
548	897.0939804
549	896.8528764
550	896.5197399
551	896.2435532
552	895.9537459
553	895.7138843
554	895.4744097
555	895.3456481
556	895.0992047
557	895.037633
558	894.641579
559	894.3847261
560	894.2015442
561	894.0650685
562	893.8623493
563	893.4341896
564	893.2972768
565	893.0559872
566	892.9143814
567	892.6768897
568	892.4425681
569	892.2144435
570	892.1494108
571	891.8785646
572	891.54041
573	891.2511046
574	890.9476841
575	890.7057687
576	890.4979215
577	890.0427083
578	889.8361642
579	889.5922054
580	889.3421291
581	889.0620973
582	888.8330488
583	888.7012253
584	888.4493881
585	888.1363437
586	887.8460171
587	887.5411123
588	887.3318754
589	887.0633233
590	886.9034853
591	886.5835485
592	886.1730637
593	885.9917542
594	885.799607
595	885.5938982
596	885.3645846
597	885.1582327
598	884.9781691
599	884.6438088
600	884.4977593
601	884.3917243
602	884.2403029
603	884.0762211
604	883.7756334
605	883.5847056
606	883.48551
607	883.2419568
608	883.0373571
609	882.8600683
610	882.8229516
611	882.5946719
612	882.4142437
613	882.1416835
614	882.0238154
615	881.8435195
616	881.6259563
617	881.4184256
618	881.1784008
619	880.9700701
620	880.6531653
621	880.4872143
622	880.4589552
623	880.2860887
624	879.9848113
625	879.7769985
626	879.5963935
627	879.4287222
628	879.4022736
629	879.1236701
630	878.8959446
631	878.6782872
632	878.5719566
633	878.4814717
634	878.3350392
635	878.1175156
636	877.8323006
637	877.7603802
638	877.4714205
639	877.3932345
640	877.2339854
641	877.1130419
642	876.872429
643	876.7083892
644	876.5145914
645	876.1419873
646	875.9065814
647	875.6102888
648	875.3520644
649	875.182964
650	875.0148823
651	874.86874
652	874.7215195
653	874.4870927
654	874.2926852
655	873.9420174
656	873.749993
657	873.3748702
658	873.150803
659	873.0576132
660	872.940861
661	872.7660838
662	872.6958663
663	872.5721139
664	872.4004357
665	872.246619
666	871.891203
667	871.6951037
668	871.6098764
669	871.5135302
670	871.3406834
671	871.0802306
672	870.9359145
673	870.6638871
674	870.5656043
675	870.3837631
676	870.0475896
677	869.8419652
678	869.6101678
679	869.4416497
680	869.2390122
681	869.1544474
682	868.9723781
683	868.6889378
684	868.4144868
685	868.1666466
686	867.9697798
687	867.6532452
688	867.5314726
689	867.2428458
690	867.0039652
691	866.6960809
692	866.363351
693	866.1742637
694	865.8015474
695	865.6271338
696	865.4460804
697	865.2937885
698	865.1010599
699	864.8982046
700	864.6543932
701	864.3752902
702	864.0914509
703	863.8201687
704	863.5793991
705	863.4539595
706	863.2379824
707	862.9571874
708	862.8010548
709	862.5812631
710	862.3204307
711	862.0711933
712	861.9560299
713	861.8406586
714	861.6108798
715	861.4544852
716	861.2161112
717	860.946467
718	860.7841205
719	860.4611271
720	860.1272725
721	859.9234635
722	859.745698
723	859.6224502
724	859.4323652
725	859.2155821
726	859.0352619
727	858.7501072
728	858.5316485
729	858.2781325
730	858.1019016
731	857.8318415
732	857.6700006
733	857.4004129
734	857.1036877
735	857.0264342
736	856.7994997
737	856.6936178
738	856.4838376
739	856.357473
740	856.2645233
741	856.0831506
742	855.8795275
743	855.7526188
744	855.6468651
745	855.49461
746	855.2837006
747	855.0078585
748	854.9023392
749	854.7214833
750	854.4791989
751	854.2431777
752	854.1517774
753	853.9047931
754	853.6987797
755	853.6278026
756	853.4039148
757	853.1595925
758	852.929374
759	852.7390587
760	852.4798553
761	852.2303864
762	852.0687781
763	851.8706836
764	851.6669671
765	851.4068603
766	851.3367364
767	851.0541388
768	850.864413
769	850.6038784
770	850.4452955
771	850.2073222
772	849.8802473
773	849.7053857
774	849.3057505
775	849.1730729
776	849.0556864
777	848.9292698
778	848.7250496
779	848.4827701
780	848.2051028
781	847.9008593
782	847.8224567
783	847.6229343
784	847.4288773
785	847.3695669
786	847.3069714
787	847.1477866
788	846.9682856
789	846.8246177
790	846.6051564
791	846.4438205
792	846.2599046
793	845.9541911
794	845.7413172
795	845.5834749
796	845.4642255
797	845.201418
798	844.9905151
799	844.8297875
800	844.672448
801	844.5442338
802	844.2475828
803	843.9526396
804	843.7910831
805	843.6826829
806	843.5396974
807	843.3473974
808	843.1333797
809	842.8920252
810	842.8711841
811	842.6710859
812	842.5081903
813	842.240866
814	842.0452661
815	841.9137204
816	841.653061
817	841.4555478
818	841.3040322
819	841.1210699
820	840.8502233
821	840.6762249
822	840.5178876
823	840.407923
824	840.1457929
825	839.9001168
826	839.8146336
827	839.5835395
828	839.3886662
829	839.1466957
830	839.0318886
831	838.8061367
832	838.7395634
833	838.5530241
834	838.4395527
835	838.2660491
836	838.1289751
837	837.9537919
838	837.6482469
839	837.3844242
840	837.1837085
841	837.1011904
842	836.8783019
843	836.7036455
844	836.5463374
845	836.484975
846	836.36883
847	836.198565
848	836.0307591
849	835.924655
850	835.7171158
851	835.5274907
852	835.4432689
853	835.2421899
854	835.0119608
855	834.8514502
856	834.6103229
857	834.3822379
858	834.1167739
859	833.8920247
860	833.8251753
861	833.6733915
862	833.465246
863	833.2746422
864	833.1628072
865	832.9437532
866	832.8076034
867	832.5345003
868	832.2715597
869	831.9144953
870	831.7734554
871	831.5572964
872	831.4342094
873	831.3303804
874	831.0076425
875	830.7874976
876	830.6594872
877	830.4217647
878	830.033985
879	829.9365513
880	829.8240167
881	829.6086142
882	829.3199317
883	829.2075763
884	829.0067712
885	828.7988095
886	828.5505804
887	828.4923751
888	828.4049714
889	828.2676215
890	828.0936685
891	827.7863762
892	827.567248
893	827.3754376
894	827.3152486
895	827.2198005
896	827.0894055
897	826.8097273
898	826.684358
899	826.4933376
900	826.3166802
901	826.1184905
902	825.8947093
903	825.8046032
904	825.6318552
905	825.4249403
906	825.2093569
907	825.0122466
908	824.8146741
909	824.5996877
910	824.444931
911	824.3143048
912	824.1495121
913	823.9619484
914	823.673326
915	823.4527649
916	823.2962872
917	823.2175821
918	823.1557812
919	823.0077819
920	822.8669349
921	822.7451726
922	822.4723948
923	822.3139251
924	822.0887951
925	821.8081425
926	821.5125351
927	821.4226244
928	821.238168
929	820.8580997
930	820.7246866
931	820.6100985
932	820.5229613
933	820.4216272
934	820.2727569
935	820.1397603
936	819.9957066
937	819.7519159
938	819.5560665
939	819.3793599
940	819.2291206
941	819.1016076
942	819.0033556
943	818.8649513
944	818.7648737
945	818.6671947
946	818.4219361
947	818.3851497
948	818.162336
949	817.8822881
950	817.7655653
951	817.5590837
952	817.3440187
953	817.2243692
954	817.1159487
955	817.0237282
956	816.7890468
957	816.6347651
958	816.5304398
959	816.3226328
960	816.1302465
961	815.8904526
962	815.6461181
963	815.4728419
964	815.2982131
965	815.2212227
966	815.0041229
967	814.8712441
968	814.7579335
969	814.5850203
970	814.3750452
971	814.1320929
972	813.867315
973	813.6981825
974	813.5396636
975	813.2803312
976	813.0417964
977	812.9240435
978	812.7817719
979	812.5273943
980	812.3737792
981	812.1887962
982	812.0972381
983	811.9005448
984	811.7378074
985	811.614269
986	811.414407
987	811.304214
988	811.1263698
989	810.9308892
990	810.680634
991	810.5886149
992	810.4645865
993	810.2896472
994	810.1058902
995	809.9344996
996	809.7984497
997	809.6612432
998	809.538986
999	809.3405377
