iter	Passed	Remaining
289	536	1313
290	537	1310
291	539	1307
292	540	1304
293	542	1301
294	543	1299
295	545	1296
296	546	1293
297	547	1290
298	549	1287
299	550	1284
300	551	1281
301	553	1278
302	554	1275
303	555	1272
304	557	1270
305	558	1267
306	560	1264
307	561	1261
308	562	1258
309	563	1255
310	565	1252
311	566	1249
312	567	1246
313	569	1243
314	570	1240
315	571	1237
316	572	1234
317	574	1231
318	575	1228
319	576	1226
320	578	1223
321	579	1220
322	580	1217
323	582	1214
324	583	1211
325	584	1208
326	585	1205
327	587	1203
328	588	1200
329	589	1197
330	591	1194
331	592	1192
332	593	1189
333	595	1186
334	596	1184
335	597	1181
336	599	1179
337	600	1176
338	601	1173
339	603	1171
340	605	1169
341	606	1166
342	607	1164
343	609	1161
344	610	1159
345	612	1156
346	613	1154
347	614	1151
348	616	1149
349	617	1146
350	618	1144
351	620	1142
352	621	1139
353	623	1137
354	624	1134
355	626	1132
356	627	1130
357	628	1127
358	630	1125
359	631	1122
360	632	1120
361	634	1117
362	635	1115
363	636	1112
364	638	1110
365	639	1107
366	640	1105
367	642	1102
368	643	1100
369	644	1098
370	646	1095
371	647	1093
372	648	1090
373	650	1088
374	651	1085
375	652	1083
376	654	1081
377	655	1078
378	656	1076
379	658	1073
380	659	1071
381	660	1069
382	662	1066
383	663	1064
384	664	1062
385	666	1059
386	667	1057
387	669	1055
388	670	1052
389	671	1050
390	673	1048
391	674	1046
392	675	1043
393	677	1041
394	678	1039
395	680	1037
396	681	1035
397	683	1033
398	684	1031
399	686	1029
400	687	1027
401	689	1025
402	690	1023
403	692	1021
404	694	1019
405	695	1017
406	697	1015
407	698	1013
408	699	1010
409	700	1008
410	702	1006
411	703	1003
412	704	1001
413	705	999
414	707	996
415	708	994
416	710	993
417	711	990
418	713	988
419	714	986
420	715	984
421	717	982
422	718	979
423	719	977
424	720	975
425	722	973
426	723	971
427	724	968
428	726	966
429	727	964
430	729	962
431	730	960
432	731	958
433	733	956
434	734	954
435	735	951
436	737	949
437	738	947
438	740	945
439	741	943
440	742	941
441	744	939
442	745	937
443	746	935
444	748	933
445	749	930
446	750	928
447	752	926
448	753	924
449	754	922
450	756	920
451	757	918
452	759	916
453	760	914
454	762	912
455	763	910
456	764	908
457	765	906
458	767	904
459	768	902
460	769	900
461	771	898
462	772	895
463	773	893
464	775	891
465	776	889
466	777	887
467	779	885
468	780	883
469	781	881
470	783	879
471	784	877
472	785	875
473	787	873
474	788	871
475	789	869
476	791	867
477	792	865
478	793	863
479	795	861
480	796	859
481	797	857
482	799	855
483	800	853
484	802	851
485	803	849
486	804	847
487	806	845
488	807	843
489	808	841
490	810	840
491	811	838
492	813	836
493	814	834
494	816	832
495	817	830
496	818	828
497	819	826
498	821	824
499	822	822
500	823	820
501	825	818
502	826	816
503	828	814
504	829	812
505	830	811
506	832	809
507	833	807
508	834	805
509	836	803
510	837	801
511	839	799
512	840	797
513	841	796
514	843	794
515	844	792
516	846	790
517	847	788
518	849	787
519	851	785
520	852	783
521	854	782
522	855	780
523	857	778
524	858	776
525	859	774
526	861	773
527	862	771
528	864	769
529	866	768
530	867	766
531	869	765
532	871	763
533	872	761
534	874	759
535	875	757
536	876	756
537	878	754
538	880	752
539	881	750
540	882	749
541	884	747
542	885	745
543	887	743
544	888	741
545	890	740
546	891	738
547	893	736
548	894	734
549	895	733
550	897	731
551	898	729
552	900	727
553	901	725
554	902	723
555	904	722
556	905	720
557	906	718
558	908	716
559	909	714
560	910	712
561	912	710
562	913	709
563	914	707
564	916	705
565	917	703
566	919	701
567	920	700
568	921	698
569	923	696
570	924	694
571	925	692
572	927	691
573	928	689
574	929	687
575	931	685
576	932	683
577	934	682
578	935	680
579	937	678
580	938	676
581	940	675
582	941	673
583	943	672
584	945	670
585	946	668
586	948	667
587	950	665
588	951	664
589	953	662
590	954	660
591	956	658
592	957	657
593	958	655
594	960	653
595	961	651
596	962	649
597	964	648
598	965	646
599	967	644
600	968	642
601	969	641
602	971	639
603	972	637
604	973	635
605	974	633
606	976	632
607	977	630
608	978	628
609	980	626
610	981	624
611	982	623
612	984	621
613	985	619
614	987	617
615	988	616
616	989	614
617	991	612
618	992	610
619	993	609
620	995	607
621	996	605
622	997	603
623	999	601
624	1000	600
625	1001	598
626	1002	596
627	1004	594
628	1005	593
629	1006	591
630	1008	589
631	1009	587
632	1011	586
633	1012	584
634	1013	582
635	1015	581
636	1016	579
637	1018	577
638	1019	575
639	1020	574
640	1022	572
641	1023	570
642	1024	569
643	1026	567
644	1027	565
645	1028	563
646	1030	562
647	1031	560
648	1032	558
649	1034	556
650	1035	555
651	1037	553
652	1038	551
653	1039	550
654	1041	548
655	1044	547
656	1045	545
657	1047	544
658	1048	542
659	1050	541
660	1052	539
661	1053	537
662	1054	536
663	1056	534
664	1057	532
665	1059	531
666	1060	529
667	1062	527
668	1063	526
669	1064	524
670	1066	522
671	1067	521
672	1068	519
673	1070	517
674	1071	515
675	1073	514
676	1074	512
677	1075	510
678	1077	509
679	1078	507
680	1079	505
681	1081	504
682	1082	502
683	1083	500
684	1084	498
685	1086	497
686	1087	495
687	1089	493
688	1090	492
689	1091	490
690	1093	488
691	1094	487
692	1095	485
693	1097	483
694	1098	482
695	1099	480
696	1101	478
697	1103	477
698	1104	475
699	1106	474
700	1107	472
701	1108	470
702	1110	468
703	1111	467
704	1112	465
705	1113	463
706	1115	462
707	1116	460
708	1118	458
709	1119	457
710	1120	455
711	1122	453
712	1123	452
713	1124	450
714	1126	448
715	1127	447
716	1128	445
717	1130	443
718	1131	442
719	1133	440
720	1134	439
721	1135	437
722	1137	435
723	1138	434
724	1139	432
725	1141	430
726	1142	429
727	1143	427
728	1145	425
729	1146	424
730	1148	422
731	1149	420
732	1151	419
733	1152	417
734	1153	415
735	1155	414
736	1156	412
737	1157	411
738	1159	409
739	1160	407
740	1161	406
741	1163	404
742	1164	402
743	1165	401
744	1167	399
745	1168	397
746	1169	396
747	1171	394
748	1172	392
749	1173	391
750	1175	389
751	1176	387
752	1177	386
753	1179	384
754	1180	383
755	1181	381
756	1183	379
757	1184	378
758	1186	376
759	1187	375
760	1188	373
761	1190	371
762	1191	370
763	1193	368
764	1194	366
765	1195	365
766	1197	363
767	1198	362
768	1199	360
769	1201	358
770	1202	357
771	1203	355
772	1205	353
773	1206	352
774	1207	350
775	1209	349
776	1210	347
777	1211	345
778	1213	344
779	1214	342
780	1215	340
781	1217	339
782	1218	337
783	1219	336
784	1221	334
785	1222	332
786	1224	331
787	1225	329
788	1226	328
789	1228	326
790	1229	324
791	1230	323
792	1232	321
793	1233	320
794	1234	318
795	1236	316
796	1237	315
797	1239	313
798	1240	312
799	1242	310
800	1243	308
801	1244	307
802	1246	305
803	1247	304
804	1249	302
805	1250	300
806	1251	299
807	1253	297
808	1254	296
809	1255	294
810	1257	293
811	1258	291
812	1260	289
813	1261	288
814	1262	286
815	1264	285
816	1265	283
817	1266	281
818	1268	280
819	1269	278
820	1270	277
821	1272	275
822	1273	273
823	1274	272
824	1276	270
825	1277	269
826	1278	267
827	1279	265
828	1281	264
829	1282	262
830	1283	261
831	1285	259
832	1286	257
833	1287	256
834	1289	254
835	1290	253
836	1291	251
837	1293	250
838	1294	248
839	1295	246
840	1297	245
841	1298	243
842	1299	242
843	1301	240
844	1302	238
845	1303	237
846	1305	235
847	1306	234
848	1307	232
849	1309	231
850	1310	229
851	1311	227
852	1313	226
853	1314	224
854	1316	223
855	1317	221
856	1318	220
857	1320	218
858	1321	216
859	1322	215
860	1324	213
861	1325	212
862	1326	210
863	1328	209
864	1329	207
865	1330	205
866	1332	204
867	1333	202
868	1334	201
869	1336	199
870	1337	198
871	1339	196
872	1340	194
873	1341	193
874	1343	191
875	1344	190
876	1346	188
877	1347	187
878	1348	185
879	1350	184
880	1351	182
881	1352	180
882	1354	179
883	1355	177
884	1356	176
885	1358	174
886	1359	173
887	1360	171
888	1362	170
889	1363	168
890	1364	166
891	1366	165
892	1367	163
893	1369	162
894	1370	160
895	1371	159
896	1373	157
897	1374	156
898	1376	154
899	1377	153
900	1379	151
901	1380	149
902	1381	148
903	1383	146
904	1384	145
905	1386	143
906	1387	142
907	1389	140
908	1390	139
909	1391	137
910	1393	136
911	1394	134
912	1396	133
913	1397	131
914	1398	129
915	1400	128
916	1401	126
917	1402	125
918	1404	123
919	1405	122
920	1406	120
921	1408	119
922	1409	117
923	1411	116
924	1412	114
925	1413	112
926	1414	111
927	1416	109
928	1417	108
929	1418	106
930	1420	105
931	1421	103
932	1423	102
933	1424	100
934	1425	99
935	1427	97
936	1428	96
937	1430	94
938	1431	92
939	1432	91
940	1433	89
941	1435	88
942	1437	86
943	1438	85
944	1440	83
945	1441	82
946	1443	80
947	1444	79
948	1446	77
949	1447	76
950	1448	74
951	1450	73
952	1451	71
953	1452	70
954	1454	68
955	1455	66
956	1456	65
957	1458	63
958	1459	62
959	1460	60
960	1462	59
961	1463	57
962	1465	56
963	1466	54
964	1468	53
965	1469	51
966	1470	50
967	1472	48
968	1473	47
969	1475	45
970	1476	44
971	1478	42
972	1479	41
973	1481	39
974	1482	38
975	1484	36
976	1485	34
977	1486	33
978	1488	31
979	1489	30
980	1490	28
981	1492	27
982	1493	25
983	1494	24
984	1496	22
985	1498	21
986	1499	19
987	1501	18
988	1502	16
989	1504	15
990	1505	13
991	1507	12
992	1508	10
993	1509	9
994	1510	7
995	1512	6
996	1513	4
997	1514	3
998	1515	1
999	1517	0
