iter	RMSE
405	940.7461251
406	940.4823499
407	940.3532153
408	940.0455658
409	939.8453198
410	939.7106883
411	939.4792795
412	939.2570395
413	938.9522331
414	938.7360882
415	938.617026
416	938.2157737
417	937.7951828
418	937.4555822
419	937.2894275
420	937.015882
421	936.8067279
422	936.6668313
423	936.4040838
424	936.2506248
425	936.1072815
426	935.9060924
427	935.7599056
428	935.4671992
429	935.3183764
430	935.1224495
431	934.982495
432	934.689339
433	934.5269908
434	934.3619683
435	934.1480262
436	933.8670076
437	933.7267549
438	933.6053633
439	933.2845346
440	933.170701
441	932.8531305
442	932.537087
443	932.3941139
444	931.9608612
445	931.6476115
446	931.4003116
447	931.2247249
448	930.8482852
449	930.4771164
450	930.2144114
451	929.964549
452	929.6537119
453	929.3834779
454	928.9796458
455	928.477499
456	928.3553745
457	928.1029846
458	927.776558
459	927.5863812
460	927.498632
461	927.220402
462	927.0609808
463	926.8199765
464	926.5735283
465	926.2966308
466	925.9630795
467	925.7203323
468	925.3525839
469	925.1901783
470	924.8707191
471	924.5341321
472	924.379091
473	924.250808
474	924.0435137
475	923.8370766
476	923.7417738
477	923.4372033
478	923.1398076
479	922.7034436
480	922.5205404
481	922.1850963
482	921.6794804
483	921.5282362
484	921.392417
485	921.0572451
486	920.9413803
487	920.8165091
488	920.3543468
489	920.1918866
490	919.9133673
491	919.7426047
492	919.4759658
493	918.999731
494	918.6684647
495	918.2369505
496	918.05795
497	917.6902835
498	917.3736502
499	917.298496
500	917.0904168
501	916.9759268
502	916.8305648
503	916.4984544
504	916.2279294
505	916.0698512
506	915.7148469
507	915.5065923
508	915.2525259
509	915.0901864
510	914.9308299
511	914.5824899
512	914.3867454
513	914.2153133
514	913.9183253
515	913.7704087
516	913.5328373
517	913.1732843
518	912.9181121
519	912.6265504
520	912.5294004
521	912.3586329
522	911.8867578
523	911.6509759
524	911.303731
525	911.1685093
526	911.0287001
527	910.8788147
528	910.7474972
529	910.5052693
530	910.2818875
531	909.9008394
532	909.6818039
533	909.3990373
534	909.22494
535	909.0583003
536	908.9953047
537	908.7785116
538	908.5047092
539	908.2724271
540	908.0186511
541	907.8688703
542	907.528612
543	907.2039962
544	906.8839765
545	906.6508108
546	906.4616369
547	906.2831248
548	906.0125122
549	905.7729727
550	905.7042968
551	905.4467847
552	905.1999689
553	904.9483493
554	904.7116836
555	904.4537053
556	904.3833556
557	904.2410615
558	903.9985863
559	903.7076488
560	903.5062368
561	903.208949
562	903.0795379
563	902.7770298
564	902.6182313
565	902.4307762
566	902.1817291
567	901.7321384
568	901.3994502
569	901.1543693
570	900.8806517
571	900.7589929
572	900.5274461
573	900.1967137
574	899.9776875
575	899.8722369
576	899.6743926
577	899.4320643
578	899.19657
579	899.0561934
580	898.7711393
581	898.4459381
582	898.2940271
583	898.1537318
584	897.9788722
585	897.7128385
586	897.2753694
587	897.0717668
588	896.9306153
589	896.6115991
590	896.2061778
591	895.8235229
592	895.499395
593	895.2294945
594	895.0041041
595	894.7814022
596	894.6240909
597	894.3943587
598	894.2815944
599	894.0250427
600	893.6971729
601	893.5807955
602	893.3173233
603	893.0811398
604	892.7830558
605	892.6292729
606	892.326608
607	892.0191574
608	891.8189447
609	891.6788837
610	891.4596684
611	891.1777028
612	890.8854914
613	890.5492174
614	890.394666
615	890.3171
616	890.218031
617	889.9118078
618	889.7069792
619	889.5798502
620	889.3854396
621	889.2799638
622	889.1928226
623	888.9046352
624	888.8077384
625	888.5890446
626	888.4772168
627	888.2890618
628	888.0649897
629	887.8593476
630	887.7424559
631	887.6378892
632	887.337102
633	887.0137689
634	886.7704082
635	886.4884085
636	886.3851192
637	886.1033783
638	885.8605815
639	885.7381616
640	885.512686
641	885.2728661
642	885.1513439
643	885.0005711
644	884.5965714
645	884.3502058
646	884.0471174
647	883.8062805
648	883.5742684
649	883.3543312
650	883.155488
651	883.0539195
652	882.9044611
653	882.6995418
654	882.4296082
655	882.1247643
656	881.8549253
657	881.6035169
658	881.3829958
659	881.191104
660	880.9951231
661	880.8758085
662	880.6581106
663	880.4320272
664	880.2205701
665	880.0652396
666	879.8589108
667	879.6409454
668	879.3958485
669	879.3304997
670	879.067579
671	878.9952642
672	878.9112762
673	878.6311914
674	878.4592572
675	878.1692884
676	877.8480805
677	877.5412843
678	877.352309
679	877.2268278
680	876.7961735
681	876.7320916
682	876.4884721
683	876.3095783
684	876.0806269
685	876.0134865
686	875.79103
687	875.5552171
688	875.3646901
689	875.2347414
690	875.093704
691	874.9645399
692	874.8124197
693	874.6430311
694	874.3424943
695	874.2027816
696	873.7520456
697	873.4921723
698	873.162754
699	872.9882749
700	872.8007891
701	872.57387
702	872.4325163
703	872.2195132
704	872.1245427
705	871.845196
706	871.6997522
707	871.5315706
708	871.4487198
709	871.3318633
710	871.1013243
711	870.9282241
712	870.7166909
713	870.5376476
714	870.3538911
715	870.087319
716	869.8655596
717	869.711398
718	869.2291849
719	869.107729
720	868.8716579
721	868.6873411
722	868.5767666
723	868.2915569
724	867.9983233
725	867.8216301
726	867.6751989
727	867.4584455
728	867.2349371
729	866.9991342
730	866.9290375
731	866.8541384
732	866.5516693
733	866.412536
734	866.2142351
735	866.0426977
736	865.9402748
737	865.5921799
738	865.4190624
739	865.2917604
740	865.1467038
741	864.8538739
742	864.5975208
743	864.4461426
744	864.079632
745	863.9383762
746	863.7833946
747	863.4927458
748	863.3282142
749	863.2119883
750	862.9917631
751	862.8014257
752	862.6609239
753	862.5093446
754	862.301664
755	862.0981556
756	861.9516389
757	861.868636
758	861.6397055
759	861.4155998
760	861.2844536
761	861.0618621
762	860.7999331
763	860.6392032
764	860.4470813
765	860.2112126
766	860.0669127
767	859.9334314
768	859.780253
769	859.5623183
770	859.4037696
771	859.0976347
772	858.9714867
773	858.7067655
774	858.5362151
775	858.35947
776	858.1654699
777	858.0174387
778	857.8569105
779	857.6383658
780	857.5459465
781	857.3023104
782	857.1592345
783	856.9600106
784	856.7602354
785	856.5708491
786	856.5338837
787	856.3350625
788	856.1043553
789	855.986863
790	855.8049191
791	855.615501
792	855.2657985
793	855.0741404
794	855.0006414
795	854.8818403
796	854.745491
797	854.6376824
798	854.4337222
799	854.2272179
800	854.1469433
801	854.0405639
802	853.8258039
803	853.6362305
804	853.46094
805	853.286483
806	853.1673541
807	852.8986322
808	852.7618948
809	852.6450446
810	852.5192247
811	852.3934017
812	852.2704373
813	851.9582132
814	851.6574022
815	851.4369083
816	851.2704492
817	851.0268447
818	850.8140909
819	850.6381141
820	850.5753504
821	850.3709355
822	850.1774642
823	850.068733
824	849.8835227
825	849.6638517
826	849.4766673
827	849.3682937
828	849.2427976
829	849.0602817
830	848.9470233
831	848.7586832
832	848.5588116
833	848.3857336
834	848.0974274
835	847.8475761
836	847.7235724
837	847.6443652
838	847.463475
839	847.2393579
840	847.0820894
841	846.9694286
842	846.7258011
843	846.5879687
844	846.4484835
845	846.289702
846	846.0596068
847	845.8936118
848	845.7727615
849	845.6607229
850	845.4310516
851	845.2130058
852	845.0677568
853	844.8504216
854	844.7591659
855	844.5277525
856	844.3758687
857	844.1119732
858	843.9101888
859	843.8436086
860	843.6429211
861	843.5618389
862	843.3918754
863	843.1759329
864	843.0342073
865	842.9032139
866	842.7800119
867	842.6401269
868	842.5611706
869	842.3772357
870	842.1791267
871	842.0312399
872	841.909133
873	841.7390056
874	841.5472475
875	841.2182698
876	840.9919253
877	840.8469469
878	840.7047493
879	840.535185
880	840.4440305
881	840.3267711
882	840.0733105
883	839.9098378
884	839.6139798
885	839.5359634
886	839.3610942
887	839.1061137
888	839.0018159
889	838.876099
890	838.6233943
891	838.4792745
892	838.4168675
893	838.3477988
894	838.0419717
895	837.8596745
896	837.7433167
897	837.6081869
898	837.47652
899	837.3191651
900	837.2343173
901	837.2031422
902	837.0324414
903	836.9046797
904	836.586798
905	836.4640672
906	836.2939011
907	836.0121055
908	835.9123342
909	835.7572454
910	835.568434
911	835.419385
912	835.1428806
913	834.9518849
914	834.7642288
915	834.505933
916	834.2937851
917	834.0542861
918	833.9352916
919	833.8431813
920	833.6953999
921	833.4690756
922	833.2920136
923	833.1664402
924	832.9784818
925	832.8658753
926	832.5141227
927	832.3188671
928	832.1254793
929	831.9596579
930	831.7602069
931	831.5385816
932	831.3689737
933	831.2241194
934	830.8035534
935	830.6795777
936	830.4901898
937	830.273844
938	830.1914686
939	830.0433215
940	829.9550649
941	829.8188667
942	829.6135867
943	829.5683165
944	829.3603639
945	829.2035076
946	828.9895294
947	828.7224012
948	828.5262439
949	828.3025989
950	828.1181033
951	827.8379423
952	827.6514369
953	827.5034042
954	827.3797502
955	827.2957657
956	827.159901
957	826.914328
958	826.8057884
959	826.7025455
960	826.5112676
961	826.3329057
962	826.1780356
963	825.9679168
964	825.7859581
965	825.5245645
966	825.3258115
967	825.0670944
968	824.9536809
969	824.797967
970	824.6910819
971	824.5626005
972	824.4063772
973	824.177619
974	823.9696353
975	823.7034127
976	823.4566515
977	823.293489
978	823.1074113
979	822.9705596
980	822.8352933
981	822.6456322
982	822.3521836
983	822.1942031
984	822.1282532
985	821.9302187
986	821.6304888
987	821.3226101
988	821.1805415
989	821.0056973
990	820.9062684
991	820.7462911
992	820.6362104
993	820.5359156
994	820.302554
995	820.0831313
996	819.9370009
997	819.7496078
998	819.6106406
999	819.4606627
